Nationality,Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,survey_coverage,cluster
Ghana,Male,40.0,5.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.824445930877619,8.294299608857235,6.90875477931522,-0.4698536779796161,0.9893398074930703,2.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Female,31.0,8.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,9.61587214452889,9.15915233520675,8.517393171418904,0.4567198093221396,1.0103472633037502,1.0,0.0,1,0,1,1.0,Large_Informal
Ghana,Female,34.0,10.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,8.006700845440367,6.2166061010848646,8.517393171418904,1.7900947443555024,0.8412703669198827,2.0,1.0,1,0,1,1.0,Large_Informal
Ghana,Female,48.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,7.8636512654486515,8.006700845440367,8.987321812850125,-0.14304957999171553,0.7873633605488645,2.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Male,40.0,5.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,No,14.648420115681892,12.206077645517674,16.300417291085605,2.4423424701642187,0.8467090630946683,3.0,2.0,1,0,1,1.0,Large_Informal
DRC,Not Surveyed,43.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,8.160803920954665,6.90875477931522,5.993961427306569,1.2520491416394446,1.166835706169666,3.75,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Male,50.0,17.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.707110264748875,7.496097345175956,8.188966863648876,-1.7889870804270807,0.6210829083872244,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Male,46.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,No,8.517393171418904,10.308985993422082,11.695255355062795,-1.791592822003178,0.6709115282208339,2.0,0.0,1,0,1,1.0,Large_Informal
DRC,Not Surveyed,36.0,2.0,Not Surveyed,Have now,Used to have but don't have now,Used to have but don't have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,No,Have now,Not Surveyed,Yes,Not Surveyed,8.699681400989514,6.90875477931522,7.3783837129967145,1.7909266216742932,1.0383484093112607,1.25,0.0,1,1,0,0.7,Large_Informal
Kenya,Male,23.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,11.918397239722838,13.910821646859095,14.648420115681892,-1.992424407136257,0.7616358170099834,2.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,34.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,10.819798284210286,11.599112335481124,10.308985993422082,-0.7793140512708376,0.9567434507836216,2.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,38.0,5.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Yes,Yes - always,13.017005083966255,10.819798284210286,13.017005083966255,2.1972067997559694,0.9286580839480555,2.0,1.0,0,1,1,1.0,Large_Informal
Uganda,Male,38.0,0.0,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,5.707110264748875,10.673618922112436,10.961295207644392,-4.96650865736356,0.4771314615746207,5.0,1.6666666666666665,1,0,0,0.5,High_Risk_Informal
Uganda,Female,35.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,8.188966863648876,8.594339400592892,-4.2571412309245495,0.4098068109286768,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Male,56.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.313886831633462,7.313886831633462,8.517393171418904,0.0,0.7684758525682582,3.0,0.0,1,0,1,1.0,Large_Informal
Kenya,Male,72.0,32.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,9.210440366976517,11.338583982516495,12.611541086966115,-2.1281436155399778,0.6766640388571488,2.0,0.0,0,0,1,1.0,Established_Veterans
Uganda,Female,30.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.9318256327243257,7.783640596221253,8.188966863648876,-3.851814963496927,0.4278854947533269,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Male,54.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - always,No,Yes - always,3.9318256327243257,7.353081920515432,6.580639137284949,-3.4212562877911066,0.5186667722231838,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,47.0,1.0,No,Have now,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,7.313886831633462,7.601402334583733,8.922791623969637,-0.2875155029502716,0.7370795547057476,2.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Male,62.0,9.0,No,Have now,Never had,Have now,Have now,No,Yes,Yes,Never had,Have now,No,Have now,No,Yes,Yes - always,14.621986870259695,12.899222326086994,17.011936294903045,1.7227645441727013,0.8117942807957507,3.0,1.0,1,1,0,1.0,Large_Informal
Uganda,Female,53.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.713572066704308,5.484796933490655,6.175867270105761,-1.7712248667863468,0.5175084664922427,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Male,37.0,13.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,8.987321812850125,8.517393171418904,10.819798284210286,0.4699286414312205,0.7603616911852056,3.0,2.0,0,0,1,1.0,Stable_Formal
DRC,Not Surveyed,34.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,No,Have now,Not Surveyed,Yes,Not Surveyed,7.313886831633462,6.68586094706836,6.2166061010848646,0.6280258845651021,1.0134801219833758,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Female,40.0,11.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.580639137284949,7.0909098220799835,8.006700845440367,-0.5102706847950342,0.7306381382275388,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Male,47.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.9318256327243257,7.273092595999522,7.783640596221253,-3.341266963275196,0.4476305228626736,2.5,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Female,28.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.017279836814924,6.580639137284949,7.496097345175956,-1.563359300470025,0.5905393538909617,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,40.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.044522437723423,5.1298987149230735,5.484796933490655,-2.0853762771996505,0.4694861641696171,2.5,0.0,1,0,0,0.5,High_Risk_Informal
Kenya,Male,27.0,2.0,No,Never had,Never had,Have now,Have now,No,No,No,Never had,Never had,No,Have now,Yes - sometimes,No,No,13.122365377402328,12.429220196836383,12.793862088206213,0.6931451805659457,0.9513191659804968,0.0,1.0,1,0,1,1.0,Large_Informal
DRC,Not Surveyed,58.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.601402334583733,7.0909098220799835,8.517393171418904,0.5104925125037498,0.798685333018608,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Female,61.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,5.017279836814924,7.0909098220799835,8.006700845440367,-2.0736299852650593,0.557060784288724,2.5,0.0,1,1,0,0.5,High_Risk_Informal
Kenya,Male,41.0,3.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,13.592368256649284,12.899222326086994,16.072051817168948,0.6931459305622898,0.7961766050276259,1.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,23.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Used to have but don't have now,Yes - sometimes,Yes,No,12.899222326086994,13.081543466215237,15.46416937585933,-0.1823211401282432,0.7834724018935656,2.0,0.0,0,1,1,1.0,Large_Informal
DRC,Not Surveyed,80.0,3.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.268988209506656,7.313886831633462,7.601402334583733,0.955101377873194,0.9613534965408446,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Female,38.0,4.0,No,Never had,Never had,Have now,Have now,Yes,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,11.51293546492023,12.899222326086994,15.201805169084134,-1.3862868611667647,0.7105958468682808,1.0,2.0,1,0,0,1.0,Stable_Formal
Ghana,Female,42.0,5.0,No,Used to have but don't have now,Have now,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - sometimes,7.824445930877619,8.517393171418904,12.765691290604371,-0.6929472405412849,0.5684019614923453,2.0,2.0,2,0,0,1.0,Stable_Formal
Ghana,Male,46.0,13.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,9.61587214452889,7.313886831633462,8.699681400989514,2.301985312895428,0.9913595866713649,3.0,1.0,0,0,0,1.0,Large_Informal
Ghana,Female,32.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.824445930877619,8.294299608857235,9.546884034617925,-0.4698536779796161,0.7418727564648975,2.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Male,18.0,0.0,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Yes,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,5.017279836814924,7.0909098220799835,8.006700845440367,-2.0736299852650593,0.557060784288724,5.0,3.333333333333333,1,0,0,0.5,Stable_Formal
Ghana,Female,41.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,6.68586094706836,5.707110264748875,6.68586094706836,0.9787506823194843,0.8698909586203959,3.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Female,38.0,0.0,No,Never had,Have now,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,No,8.987321812850125,9.392745258631441,9.862717639992917,-0.4054234457813166,0.8273548213903482,2.0,1.0,2,0,0,1.0,Large_Informal
Kenya,Female,36.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,13.235693848424024,12.899222326086994,15.720598861308845,0.33647152233703004,0.7915801316812386,1.0,0.0,1,0,0,1.0,Large_Informal
Ghana,Female,52.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.006700845440367,7.438971592395862,8.006700845440367,0.5677292530445053,0.8889715538285865,3.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Male,32.0,11.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,No,No,No,10.463131911491967,11.58989576532275,9.90353755128617,-1.1267638538307825,0.9596089216254174,1.0,0.0,0,0,0,1.0,Large_Informal
Ghana,Female,44.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,8.38958706681109,5.942799375126701,7.00397413672268,2.4467876916843894,1.0481776831735623,2.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Male,36.0,2.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,Yes - always,12.25486757159303,9.90353755128617,15.424948670398354,2.3513300203068592,0.7461129905190633,3.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,32.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,No,No,11.695255355062795,6.2166061010848646,8.294299608857235,5.47864925397793,1.2583256240112497,2.0,0.0,0,0,1,1.0,Large_Informal
Uganda,Female,38.0,4.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,5.707110264748875,7.496097345175956,8.188966863648876,-1.7889870804270807,0.6210829083872244,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Female,32.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.9318256327243257,7.0909098220799835,8.006700845440367,-3.159084189355658,0.4365444906183165,2.5,0.0,1,0,1,0.5,High_Risk_Informal
DRC,Not Surveyed,64.0,2.0,Not Surveyed,Have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,Yes,Have now,Not Surveyed,Yes,Not Surveyed,6.2166061010848646,5.707110264748875,6.2166061010848646,0.5094958363359892,0.8614307077325903,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
DRC,Not Surveyed,35.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,8.699681400989514,6.2166061010848646,8.006700845440367,2.483075299904649,0.9659121081382112,3.75,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Female,39.0,13.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.044522437723423,5.484796933490655,6.398594934535208,-2.4402744957672318,0.41150008409193783,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Ghana,Female,32.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.3783837129967145,7.0909098220799835,7.937731775260109,0.2874738909167309,0.8255320139971405,2.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Male,40.0,11.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Yes,No,9.90353755128617,8.699681400989514,9.305741456739435,1.203856150296657,0.9609728317810415,3.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,24.0,1.0,No,Never had,Never had,Used to have but don't have now,Never had,Yes,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,13.527829818844937,15.789591722875162,16.012735246411598,-2.261761904030225,0.7951590160493615,3.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Male,44.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Have now,Yes - sometimes,Yes,No,11.695255355062795,12.100717685412471,12.899222326086994,-0.4054623303496765,0.8414323536009892,4.0,0.0,1,1,1,1.0,Large_Informal
Uganda,Female,26.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.4339872044851463,5.6240175061873385,5.8888779583328805,-2.1900303017021923,0.4984828044937781,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,35.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.110873864173311,6.175867270105761,5.484796933490655,-2.0649934059324497,0.633924840875549,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,32.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.58351893845611,6.985641817639208,8.188966863648876,-3.402122879183098,0.38998061388515215,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,58.0,1.0,No,Don't know,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,5.993961427306569,5.303304908059076,8.517393171418904,0.6906565192474936,0.6297902502658674,3.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Female,36.0,15.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,Yes,No,11.918397239722838,11.775297421715827,12.206077645517674,0.14309981800701088,0.9024933488686633,2.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Male,25.0,19.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,12.611541086966115,12.013706813470414,12.899222326086994,0.5978342734957014,0.9073558787023593,1.0,0.0,1,0,0,1.0,Large_Informal
Uganda,Female,25.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.968707559985366,7.0909098220799835,8.006700845440367,-1.1222022620946177,0.6626963260367439,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Female,44.0,13.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,12.793862088206213,12.388398368982115,12.793862088206213,0.4054637192240982,0.9275039873818224,1.0,0.0,1,0,0,1.0,Large_Informal
Ghana,Female,37.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,7.601402334583733,5.993961427306569,7.313886831633462,1.607440907277164,0.9143018769104724,2.0,0.0,0,0,0,1.0,Large_Informal
Uganda,Female,31.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.564520407322694,8.738895704934043,8.738895704934043,-3.1743752976113493,0.5713707771306685,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Male,66.0,27.0,Yes,Never had,Have now,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - always,8.517393171418904,10.819798284210286,11.362114203075018,-2.302405112791382,0.6889916264727795,2.0,3.0,1,0,1,1.0,Established_Veterans
Uganda,Male,28.0,12.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,8.594339400592892,8.188966863648876,-4.662513767868566,0.4278854947533269,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Male,52.0,10.0,No,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Never had,No,No,Yes,Used to have but don't have now,Have now,Yes,Have now,No,Not Surveyed,Yes - always,8.987321812850125,12.765691290604371,13.122365377402328,-3.7783694777542465,0.6363892713915362,3.0,0.0,1,0,0,1.0,Large_Informal
DRC,Not Surveyed,35.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,No,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,4.584967478670572,4.584967478670572,0.0,0.8209479278403897,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
