Customer_ID,Nationality,customer_age,attitude_business_stability_environment,attitude_closure_concerned,compliance_income_tax,underinsurance_perception,insurance_unaffordability_perception,gross_income,operating_expense,business_sales,years_in_operation,"automotive_insurance
",mobile_wallet_access,current_problem_cash_flow,liquidity_constraint,Gender,extends_customer_credit,success_contentment,credit_card_ownership,financial_tracking,business_insurability_doubt,insurance_necessity_attitude,has_insurance,funding_access_barrier,referral_marketing,active_loan_holder,has_internet_banking,has_debit_card,inventory_shrinkage_risk,business_age_months,medical_insurance,funeral_insurance,uses_friends_family_savings,uses_informal_lender
ID_87M5C6,DRC,93,Yes,No,No,Yes,Yes,3900,1500,2000,3,Never had,,Yes,,,,,,,,,,No,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_SPI0VP,Kenya,38,Don’t know or N/A,No,Yes,No,Yes,100000,400000,4000000,4,,Have now,No,Yes,Female,No,No,Have now,Yes,No,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Have now,No,,,,,
ID_D32LX2,Ghana,42,Yes,No,No,No,Yes,2500,5000,350000,5,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,,Yes,Used to have but don’t have now,Have now,Have now,,2,Never had,Have now,Never had,Never had
ID_MPQ0HZ,Ghana,46,Yes,Yes,No,Yes,Yes,15000,1500,6000,13,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Never had,Never had,Have now,,0,Never had,Never had,Never had,Never had
ID_JB4HLL,Ghana,32,No,Yes,No,Yes,No,2500,4000,14000,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,,Yes,Never had,Never had,Never had,,6,Never had,Have now,Never had,Used to have but don’t have now
ID_VZLSG5,Uganda,18,Yes,No,Yes,No,No,,,,0,Have now,,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,,,,,,No,3,Have now,Never had,,
ID_ZEEDHH,Ghana,41,Yes,No,No,Yes,Yes,800,300,800,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,Yes,Yes,Never had,Never had,Never had,,9,Never had,Have now,Never had,Never had
ID_3XUXNB,Ghana,38,Yes,No,No,No,Yes,8000,12000,19200,0,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,No,No,,,Never had,Have now,Never had,,11,Never had,Never had,Never had,Never had
ID_03DAZ3,Kenya,36,Yes,No,No,No,No,560000,400000,6720000,7,Have now,Have now,No,Yes,Female,No,Yes,Never had,Yes,Yes,Yes,No,No,No,Never had,Never had,Never had,No,,Never had,Have now,,
ID_8TIR0P,Ghana,52,Yes,No,No,No,Yes,3000,1700,3000,3,Never had,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,7,Never had,Have now,Never had,Never had
ID_JAV6NI,Kenya,32,Don’t know or N/A,No,No,Don't know,Don't know,35000,108000,20000,11,,Never had,No,No,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_BEC41R,Ghana,44,No,Yes,No,Yes,Yes,4400,380,1100,10,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Have now,Never had,Never had
ID_1N97NF,Kenya,36,Don’t know or N/A,Yes,No,No,Yes,210000,20000,5000000,2,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,No,Yes,Never had,Never had,Never had,Yes,,,,,
ID_CVPNX4,Kenya,32,No,No,No,No,No,120000,500,4000,10,,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_26ASF3,Uganda,38,No,No,No,No,Yes,300,1800,3600,4,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,8,Never had,Never had,,
ID_YL65PX,Uganda,32,Yes,No,No,No,No,50,,,2,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_O98IBO,DRC,64,No,No,No,Don't know,No,500,300,500,2,Never had,Have now,,,,,,,,,,,Yes,Yes,Have now,Used to have but don't have now,Have now,,,,,Never had,Used to have but don't have now
ID_9PVMTM,DRC,35,Yes,No,No,No,No,6000,500,3000,2,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Have now,Used to have but don't have now
ID_XGF73N,Uganda,39,Yes,Yes,No,No,Yes,20,240,600,13,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,,,,,,Yes,2,Never had,Never had,,
ID_325CAM,Ghana,32,No,Yes,No,No,Yes,1600,1200,2800,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,,Never had,Never had,Never had,,5,Never had,Never had,Never had,Never had
ID_UA9GYD,Kenya,40,Yes,Yes,No,Yes,Yes,20000,6000,11000,11,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,Yes,,,,Used to have but don't have now,Never had
ID_I8E8QK,Kenya,24,Yes,Yes,Yes,No,Yes,750000,7200000,9000000,1,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,No,No,Never had,Never had,Used to have but don't have now,No,,,,,
ID_0MDX1Z,Kenya,44,Don’t know or N/A,No,No,No,Yes,120000,180000,400000,10,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_I1COXP,Uganda,26,Yes,No,No,Yes,Yes,30,276,360,2,Never had,,,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,,,,,,No,4,Never had,Never had,,
ID_JE2OTB,Uganda,35,Yes,Yes,No,No,No,60,480,240,0,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,No,3,Never had,Never had,,
ID_D0LKD9,Uganda,32,No,Yes,Don’t know,Yes,Yes,35,1080,3600,9,Never had,Have now,,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,,,,,,No,1,Have now,Have now,,
ID_KJW6NY,Ghana,58,Yes,Yes,No,Yes,Yes,400,200,5000,1,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,Yes,Yes,Don’t know (Do not show),Never had,Never had,,6,Never had,Never had,Never had,Never had
ID_L7L9BG,Kenya,36,No,Yes,No,Don't know,Yes,150000,130000,200000,15,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,No,No,No,No,Never had,Never had,Never had,Yes,,,,Have now,Never had
ID_O6RHD5,Kenya,25,Don’t know or N/A,Yes,No,Yes,Yes,300000,165000,400000,19,,Have now,No,Yes,Male,No,Yes,Never had,Yes,Yes,Yes,No,No,Yes,Never had,Never had,Never had,No,,,,,
ID_6WU6HJ,Uganda,25,Yes,Yes,No,No,Yes,390,,,2,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_DXX8TF,Kenya,44,Don’t know or N/A,Yes,No,No,No,360000,240000,360000,13,,Have now,No,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,,,,Never had,Never had
ID_QHE4QG,Ghana,37,Yes,No,No,Yes,Yes,2000,400,1500,6,Never had,Never had,0,Yes,Female,No,Yes,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_NPA25B,Uganda,31,Don’t know or N/A,Yes,No,No,No,260,6240,6240,1,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_RG29D2,Ghana,66,Yes,Yes,Yes,No,Yes,5000,50000,86000,27,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,,Yes,Never had,Have now,Never had,,1,Never had,Never had,Never had,Never had
ID_MRRRIS,Uganda,28,Yes,Yes,No,Don't know,Don't know,50,5400,3600,12,Never had,,,Yes,Male,No,No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,0,Never had,Never had,,
ID_Z5TV6G,Ghana,52,Yes,No,No,No,Yes,8000,350000,500000,10,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Used to have but don’t have now,,0,Never had,Never had,Have now,Used to have but don’t have now
ID_UXVT3O,DRC,35,Yes,No,No,No,Yes,97,97,97,2,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Have now,Used to have but don't have now
ID_SRLXP4,Uganda,53,Don’t know or N/A,No,No,No,Yes,120,1000,2500,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,,,,,No,4,Never had,Never had,,
ID_TWD1XM,Ghana,68,Yes,Yes,No,Yes,Yes,600,350,500,3,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Used to have but don’t have now
ID_54696Q,Ghana,28,Yes,No,No,Yes,Yes,1500,15000,40000,1,Never had,Never had,Yes,No,Male,No,No,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,Used to have but don’t have now,Never had
ID_AJ4MH7,DRC,57,No,No,No,Don't know,Yes,1500,300,1000,3,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_6F5Q4M,Kenya,36,Don’t know or N/A,Yes,No,Don't know,Don't know,30000,5000,10000,,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,3,,,,
ID_19IWBU,Uganda,65,Yes,No,No,No,Yes,450,1500,6000,5,Never had,,,Yes,Male,No,No,Never had,No,No,Yes,No,,,,,,No,9,Never had,Never had,,
ID_RZJK9E,Ghana,58,No,Yes,No,Yes,Yes,2000,12000,15000,1,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Yes,,Never had,Never had,Never had,,6,Never had,Never had,Never had,Never had
ID_FAAYFA,Kenya,43,Yes,Yes,No,No,Yes,640000,35000,7680000,18,,Have now,Yes,No,Female,No,Yes,Never had,No,No,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_VKKZCO,Uganda,40,No,No,No,No,Yes,100,46800,54000,8,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,3,Never had,Never had,,
ID_FR7CL6,Ghana,57,Yes,No,No,Yes,Yes,1500,4000,1500,12,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_BQ6FWS,DRC,38,Yes,No,No,No,Yes,2500,500,2500,7,Never had,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_JXLFN7,DRC,25,Yes,No,No,Yes,Yes,360,228,360,1,Never had,,,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_FHS2QJ,DRC,61,Yes,No,Refused,Don't know,Don't know,1000,350,500,2,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Have now,Never had
ID_I5RYBN,Uganda,43,Yes,No,No,No,No,250,1560,3600,5,Never had,,,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,Yes,,,,,,Yes,0,Never had,Never had,,
ID_87JLGT,Kenya,37,Yes,Yes,No,Don't know,Don't know,65000,2500,25000,11,,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,,,,Have now,Never had
ID_U803JW,DRC,29,Yes,No,No,Yes,Yes,97,500,1000,1,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,Used to have but don't have now,Never had,Never had,,,,,Used to have but don't have now,Used to have but don't have now
ID_QLREYL,Uganda,45,No,No,No,No,Yes,3200,,,5,Never had,,,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Have now,Have now,,
ID_4MHXSG,Kenya,28,No,No,No,No,Yes,50000,25000,75000,8,,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,No,No,Never had,Never had,Never had,Yes,,,,,
ID_JYZ8XU,Ghana,47,No,Yes,No,Don't know,Yes,500,700,1000,13,Never had,Never had,0,No,Female,No,No,Never had,No,Yes,No,No,,,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_DG6FWR,DRC,54,Don’t know or N/A,No,No,Don't know,Yes,2850,150,3000,5,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Never had
ID_OFN1BW,Uganda,47,No,No,No,Yes,Yes,300,72000,36000,1,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,,,,,,Yes,0,Never had,Never had,,
ID_929U6W,Ghana,34,Yes,No,No,No,No,1500,288000,360000,1,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_PWHVF8,Kenya,28,No,Yes,Don’t know,No,No,45000,3000,8000,3,,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,No,No,Yes,No,Never had,Never had,Never had,No,,,,Never had,Never had
ID_9ODM7K,DRC,30,Yes,No,No,No,Yes,5000,5500,6000,2,Never had,,,,,,,,,,,,No,,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_PPRILU,DRC,58,Yes,No,No,Don't know,Yes,97,97,97,5,Never had,Have now,,,,,,,,,,,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_E06QWF,Uganda,42,Yes,No,No,No,Yes,150,600,3000,3,Never had,,,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,,,,,,Yes,0,Never had,Have now,,
ID_NA31XB,Ghana,31,No,Yes,No,No,Yes,1000,1500,4000,1,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,Yes,Never had,Have now,Never had,,2,Never had,Never had,Never had,Never had
ID_2QDPQF,Uganda,39,Yes,No,Don’t know,Don't know,Don't know,100,9000,14400,1,Never had,,,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know,Yes,No,,,,,,Yes,6,Never had,Never had,,
ID_2XE9GU,Uganda,38,Yes,No,No,Don't know,Yes,700,6000,8400,3,Have now,,,Yes,Male,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Don't know, Do not know / N‎/A,No,,,,,,No,0,Never had,Have now,,
ID_RAVPX0,Uganda,31,Yes,Yes,No,No,Yes,700,1524,100800,9,Never had,,,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_65KXVF,Ghana,40,Yes,No,Yes,No,Yes,80000,65000,15000,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,,,Never had,Have now,Have now,,1,Never had,Never had,Never had,Never had
ID_50LMBV,DRC,63,No,Yes,No,Yes,Yes,5750,4800,3750,19,Never had,Have now,Yes,,,,,,,,,,No,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_I95UJQ,Uganda,32,No,Yes,No,Yes,Yes,30,,,10,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,,,,,,Yes,0,Have now,Never had,,
ID_B2EGIC,Uganda,33,Yes,No,No,Yes,Yes,120,,,14,Never had,Have now,,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,,,,,,No,0,Never had,Have now,,
ID_3AO8DZ,Uganda,34,Yes,No,No,No,Yes,150,420,3000,8,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_SC4TW8,Uganda,45,Yes,No,No,No,Don't know,300,2400,6480,6,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,,,,,Yes,0,Have now,Have now,,
ID_VQJ4U4,DRC,32,Yes,No,No,No,Yes,500,100,300,1,Never had,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Never had,Used to have but don't have now
ID_E6JSXD,Uganda,49,Yes,No,No,No,Yes,1800,,,23,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_S2NU4B,Kenya,39,No,No,No,Don't know,Yes,150000,40000,80000,5,,Used to have but don't have now,No,Yes,Female,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,,,,Never had,Never had
ID_OHE7KY,Ghana,46,Yes,Yes,Yes,No,No,30000,128400,2640000,3,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Have now,Never had,,2,Have now,Have now,Never had,Never had
ID_TIR3PO,Uganda,28,Yes,No,No,No,No,96,360,480,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_GSS8K5,Ghana,52,Yes,No,No,No,Yes,3400,3500,7800,24,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,Yes,Used to have but don’t have now,Never had,Have now,,8,Never had,Never had,Used to have but don’t have now,Never had
ID_K6TX2I,Uganda,61,No,No,No,No,No,30,240,120,3,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,No,No,No,,,,,,No,5,Never had,Never had,,
ID_6DAB4Q,Uganda,36,No,Yes,No,Don't know,Yes,50,240,1800,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,Yes,0,Never had,Never had,,
ID_FI389P,Uganda,30,No,No,No,No,Yes,860,5040,4800,20,Never had,,,No,Male,No,No,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_3CNRY5,Uganda,41,Yes,No,No,No,Yes,174,1200,2088,12,Never had,Have now,,Yes,Female,"Yes, always",Yes,Never had,No,No,Yes,No,,,,,,No,0,Never had,Have now,,
ID_FC5TM1,Uganda,44,Don’t know or N/A,Yes,No,Don't know,Yes,100,1200,2400,10,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Yes,No,,,,,,No,5,Never had,Never had,,
ID_MMXIXV,Ghana,49,Yes,Yes,No,No,Yes,1000,1900,3000,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,1,Never had,Have now,Never had,Have now
ID_8AX40D,Ghana,29,Yes,No,Yes,Yes,Yes,1000,54000,96000,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Yes,,Never had,Never had,Have now,,3,Never had,Never had,Never had,Never had
ID_9M0TTD,DRC,64,Yes,No,No,Yes,Yes,7091,2935,291,10,Never had,,,,,,,,,,,,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_48EEGE,Uganda,32,No,Yes,No,No,No,1200,3600,14400,0,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,5,Never had,Never had,,
ID_9DS2UL,Ghana,31,Yes,No,No,No,Yes,500,43000,55000,2,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,,Never had,Never had,Never had,,10,Never had,Never had,Never had,Never had
ID_QCYH20,Ghana,41,Yes,No,No,Yes,Yes,1500,1000,2000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Used to have but don’t have now,,1,Never had,Never had,Never had,Never had
ID_NN16UX,Ghana,71,Yes,Yes,Yes,No,Yes,3000,22000,30000,13,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Have now,,5,Never had,Never had,Never had,Never had
ID_9ZGNX3,Ghana,68,Yes,Yes,No,No,Yes,8000,600,9000,13,Never had,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_446Q16,Ghana,37,No,Yes,No,No,Yes,3000,32000,66000,11,Never had,Have now,0,Yes,Male,No,Yes,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Have now,Used to have but don’t have now,Used to have but don’t have now
ID_4ZUZ0P,DRC,57,Yes,No,No,Don't know,Yes,5000,500,2500,1,Never had,Have now,,,,,,,,,,,Yes,,,,,,,,,Used to have but don't have now,Never had
ID_SKZO3I,Ghana,46,No,No,Yes,Yes,Yes,1500,3000,11000,5,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, always",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Never had
ID_H97Y8P,DRC,68,Yes,No,No,Don't know,Yes,500,150,2500,15,Never had,Have now,,,,,,,,,,,No,Yes,,,,Yes,,,,Have now,Have now
ID_J2D8CL,Ghana,32,Yes,Yes,No,Yes,Yes,2500,1000,6000,0,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,Used to have but don’t have now,Used to have but don’t have now
ID_DQZG2R,Kenya,36,No,No,No,Yes,Yes,5000,150000,30000000,6,,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_IAL2YV,Kenya,27,Don’t know or N/A,Yes,Don’t know,Don't know,Yes,180000,80000,36000000,4,,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Have now,No,,,,,
ID_BRQW52,DRC,49,Yes,No,No,Don't know,No,1500,900,3000,15,Never had,Have now,,,,,,,,,,,No,Yes,,,,Yes,,,,Never had,Never had
ID_XP5UCB,Uganda,62,Yes,Yes,No,Yes,Don't know,200,600,1800,25,Never had,,,Yes,Male,No,No,Never had,No,Yes, Do not know / N‎/A,No,,,,,,No,0,Never had,Never had,,
ID_25ZHL0,Kenya,35,No,Yes,No,Don't know,Don't know,100000,72000,150000,15,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,Yes,,,,Have now,Never had
ID_5GIEUU,Uganda,42,No,Yes,No,No,Yes,200,43200,28800,1,Never had,,,No,Female,No,No,Never had,No,No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_ZGRSPI,Kenya,32,Don’t know or N/A,No,No,Don't know,Don't know,550000,250000,6600000,7,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Have now,No,,,,,
ID_7D9ALK,Ghana,59,Yes,Yes,No,Yes,Yes,6000,120,300,10,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Have now,Have now,Have now
ID_QXPH1Y,DRC,60,Yes,Yes,No,Don't know,Yes,200,1500,2000,1,Never had,Have now,Yes,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_6VGTVY,Ghana,38,No,Yes,Yes,Yes,Yes,55000,19000,50000,9,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,Yes,,Never had,Have now,Have now,,2,Never had,Have now,Never had,Never had
ID_IMNM4Z,Kenya,44,No,Yes,No,Don't know,Don't know,60000,6000,20000,2,,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,,,,,
ID_K4K1W7,Uganda,28,Don’t know or N/A,Yes,No,Yes,Yes,50,480,1080,5,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,,,,,,No,2,Used to have but don't have now,Used to have but don't have now,,
ID_1L0BZI,Kenya,32,Don’t know or N/A,Yes,No,Don't know,Don't know,250000,3500000,5000000,3,,Have now,No,Yes,Female,"Yes, always",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_W1H19K,Uganda,40,Yes,Don’t know or N/A,No,Yes,Yes,100,540,300,2,Never had,Have now,,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,,,,,,Yes,0,Never had,Have now,,
ID_9ARAU7,DRC,55,No,No,No,Don't know,Yes,97,97,97,8,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Have now,Used to have but don't have now
ID_GGO9DV,Ghana,40,No,Yes,No,Yes,Yes,900,1800,4500,5,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_XBVG42,Uganda,36,No,Yes,No,No,Yes,120,2880,1440,10,Never had,,,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,,,,,,No,2,Never had,Have now,,
ID_40VRSS,DRC,63,No,Yes,No,Don't know,Yes,300,120,600,10,Never had,,Yes,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
